id,movie_id,company_id
849,1941442,55764
850,56687,4215
851,4846232,545200
852,4846232,628817
853,33533,139552
854,455407,193414
855,455407,132772
856,455407,251916
857,455407,152397
858,93223,111219
859,5275828,298101
860,264472,23400
861,264472,93765
862,2944198,260232
863,2944198,348009
864,2944198,53578
865,5446858,336679
866,5446858,133364
867,5446858,132772
868,5446858,628396
869,5710514,160719
870,5710514,244345
871,1605717,214624
872,1605717,298044
873,1605717,197272
874,109508,10426
875,107131,59172
876,107131,8970
877,104868,6702
878,104868,59172
879,104868,8970
880,1552224,340487
881,1552224,221973
882,1552224,409391
883,1552224,53578
884,1552224,875458
885,1552224,74651
886,1552224,3093
887,1552224,427678
888,2032572,59168
889,2032572,186454
890,2032572,10750
891,2032572,501338
892,4781612,497467
893,4781612,530290
894,4781612,209560
895,4781612,515206
896,4781612,277897
897,120714,9187
898,475293,150505
899,475293,3297
900,4935372,188303
901,4935372,133023
902,4052882,50868
903,4052882,500106
904,4052882,320014
905,1245492,50868
906,1245492,345956
907,1245492,142446
908,72431,11073
909,72431,22708
910,72431,46023
911,4078160,156093
912,53459,66260
913,53459,42375
914,50976,50989
915,445336,270142
916,445336,63732
917,445336,28557
918,445336,4535
919,445336,48411
920,445336,56024
921,445336,66028
922,445336,113606
923,445336,88432
924,445336,172623
925,445336,1114
926,445336,148051
927,445336,151805
928,445336,178873
929,445336,48118
930,445336,79546
931,445336,219197
932,445336,237938
933,1320291,3258
934,1320291,234956
935,1320291,286594
936,1320291,239581
937,1320291,331447
938,55018,57615
939,195714,46718
940,195714,100462
941,195714,1857
942,309593,46718
943,309593,100462
944,414982,46718
945,414982,1857
946,414982,179952
947,414982,151379
948,414982,172687
949,414982,100462
950,1622979,46718
951,1622979,172687
952,1622979,236019
953,1622979,320069
954,206314,7127
955,206314,166202
956,206314,21593
957,206314,33633
958,1274586,292847
959,1274586,475764
960,1274586,209560
961,113118,46718
962,113118,150372
963,195945,46718
964,195945,44714
965,1242460,103694
966,1242460,104811
967,1242460,234072
968,1242460,12413
969,1242460,87854
970,1242460,212724
971,1242460,193161
972,1242460,360226
973,1242460,400139
974,1242460,376292
975,1242460,400361
976,1242460,304644
977,1939659,7143
978,1939659,10568
979,1939659,85725
980,3480796,17712
981,3480796,224058
982,3480796,265611
983,3480796,209560
984,3480796,492689
985,50307,756
986,293815,28247
987,293815,44714
988,293815,46718
989,278295,46718
990,278295,44714
991,278295,114024
992,278295,810242
993,278295,106913
994,804461,756
995,804461,36225
996,804461,145519
997,804461,164669
998,804461,174373
999,2230358,359888
1000,3748172,59753
1001,91106,40343
1002,4146622,334041
1003,4146622,554532
1004,5723286,332559
1005,5723286,620416
1006,452623,22594
1007,452623,42559
1008,452623,33633
1009,86465,48902
1010,86465,23400
1011,399295,120397
1012,399295,116514
1013,399295,94902
1014,399295,10750
1015,399295,142412
1016,399295,184307
1017,399295,112971
1018,399295,93560
1019,399295,7143
1020,4225622,377076
1021,4225622,46718
1022,4225622,80859
1023,3348730,137447
1024,3348730,721324
1025,3348730,21624
1026,3348730,247116
1027,3348730,184201
1028,3348730,16350
1029,5308322,5073
1030,5308322,98315
1031,5308322,568939
1032,5308322,309659
1033,5308322,169264
1034,5308322,55529
1035,190138,43393
1036,190138,26797
1037,190138,140758
1038,190138,33472
1039,190138,33185
1040,190138,63700
1041,2090465,465853
1042,2090465,89304
1043,2090465,522524
1044,2090465,209560
1045,2090465,491058
1046,2090465,55519
1047,2090465,441453
1048,123755,38944
1049,123755,4490
1050,123755,17692
1051,123755,2847
1052,123755,130269
1053,123755,53578
1054,123755,14596
1055,117333,49348
1056,5715874,214624
1057,5715874,390816
1058,5715874,197272
1059,2597768,323227
1060,2597768,14956
1061,2597768,439457
1062,110955,49348
1063,110955,102770
1064,1308729,208137
1065,1308729,50870
1066,1308729,188223
1067,1308729,223721
1068,1308729,166161
1069,1308729,247637
1070,1308729,323227
1071,1308729,336601
1072,1308729,296441
1073,1308729,2663
1074,98536,49348
1075,98536,133018
1076,2937366,235528
1077,2937366,13922
1078,4728386,539522
1079,4728386,604311
1080,1456635,276952
1081,1456635,259111
1082,1456635,229296
1083,1456635,315744
1084,1456635,141447
1085,4769836,59609
1086,3402236,756
1087,3402236,301801
1088,3402236,566686
1089,3402236,85751
1090,3402236,259281
1091,3402236,181591
1092,3402236,147148
1093,5027774,10002
1094,5027774,476818
1095,5027774,28932
1096,116126,11996
1097,116126,129770
1098,4998772,392031
1099,4998772,552880
1100,4998772,552879
1101,5809020,666883
1102,5809020,594165
1103,285492,15569
1104,285492,60306
1105,4961380,551166
1106,4961380,551167
1107,303361,34205
1108,303361,126402
1109,91541,9119
1110,91541,10110
1111,91541,5073
1112,1704573,294935
1113,1704573,28602
1114,1704573,123642
1115,1704573,40620
1116,1704573,342014
1117,1704573,248463
1118,1132285,50870
1119,1132285,140758
1120,1132285,19968
1121,1132285,47476
1122,1132285,47476
1123,120831,28932
1124,120831,34515
1125,210070,28055
1126,210070,27876
1127,210070,78812
1128,210070,60306
1129,210070,2927
1130,210070,12357
1131,210070,53578
1132,210070,9407
1133,210070,43355
1134,210070,16350
1135,210070,16920
1136,210070,20996
1137,210070,74720
1138,210070,28505
1139,210070,77108
1140,3521126,380492
1141,3521126,46718
1142,3521126,345956
1143,3521126,132192
1144,3521126,643205
1145,3521126,449458
1146,3521126,84207
1147,3521126,456097
1148,3255590,72737
1149,3255590,632387
1150,3280262,359888
1151,1748197,209560
1152,1748197,259889
1153,1748197,293177
1154,1748197,36328
1155,1748197,365905
1156,1748197,17712
1157,1748197,201510
1158,4372390,121295
1159,4372390,196210
1160,4372390,493361
1161,4372390,14641
1162,4372390,342739
1163,4372390,362154
1164,3501112,2572
1165,3501112,248798
1166,3501112,653253
1167,3908142,82270
1168,2380564,393265
1169,92513,49348
1170,92513,76881
1171,97165,49348
1172,97165,133018
1173,97165,587257
1174,97165,67672
1175,3155328,565672
1176,3155328,580751
1177,3155328,144901
1178,4163224,20649
1179,96163,48010
1180,96163,42924
1181,96163,137957
1182,96163,137958
1183,96163,46189
1184,96163,70694
1185,96163,186770
1186,96163,43037
1187,4572514,47306
1188,4572514,173285
1189,4572514,610132
1190,4572514,198598
1191,4572514,298735
1192,4572514,235528
1193,4572514,381873
1194,3470600,169264
1195,3470600,55529
1196,3470600,221986
1197,3470600,5073
1198,111070,8970
1199,111070,76240
1200,111070,14629
1201,4443658,453402
1202,4443658,302468
1203,4443658,479919
1204,96061,23400
1205,96061,56944
1206,4530884,17447
1207,112697,23400
1208,2417712,276952
1209,2417712,259111
1210,95519,756
1211,95519,22730
1212,1785635,223051
1213,1785635,366223
1214,1785635,375102
1215,1785635,465393
1216,1785635,224649
1217,1785635,510206
1218,1785635,818707
1219,1785635,247764
1220,1785635,127845
1221,1547234,50868
1222,1547234,142539
1223,119310,8970
1224,5189770,469793
1225,5189770,331337
1226,5189770,795927
1227,3654796,98315
1228,3654796,152336
1229,109190,756
1230,109190,73707
1231,109190,781821
1232,817538,23400
1233,817538,73081
1234,187078,49348
1235,187078,26281
1236,814022,11877
1237,814022,167271
1238,814022,10750
1239,814022,96863
1240,814022,187476
1241,814022,28556
1242,5539052,485757
1243,5539052,190357
1244,5539052,11800
1245,5539052,39303
1246,810900,8970
1247,810900,3297
1248,810900,150505
1249,5460530,83975
1250,5460530,312761
1251,5460530,655352
1252,5460530,100005
1253,5460530,10750
1254,219965,7143
1255,219965,36225
1256,219965,22018
1257,219965,62448
1258,219965,94884
1259,219965,41195
1260,219965,166202
1261,478087,50868
1262,478087,142678
1263,478087,148949
1264,478087,174505
1265,478087,215967
1266,4303340,198448
1267,4303340,109508
1268,4303340,501853
1269,4303340,236559
1270,4303340,91878
1271,4303340,332878
1272,4303340,532741
1273,1512235,17713
1274,1512235,91524
1275,1512235,184318
1276,1512235,347540
1277,1706593,756
1278,1706593,22730
1279,1706593,174373
1280,910970,622634
1281,910970,17902
1282,910970,8970
1283,470752,390816
1284,470752,5073
1285,470752,197272
1286,470752,103974
1287,470752,93463
1288,486946,49348
1289,486946,99647
1290,486946,205759
1291,486946,265519
1292,107048,50868
1293,139654,2663
1294,139654,108864
1295,139654,24939
1296,139654,14629
1297,139654,146933
1298,5653514,398303
1299,457510,23400
1300,457510,4265
1301,457510,117811
1302,457510,212650
1303,3289956,407896
1304,3289956,208137
1305,3289956,449425
1306,2937898,271126
1307,2937898,92503
1308,2937898,251858
1309,2937898,132772
1310,2937898,251916
1311,2937898,595362
1312,2937898,305819
1313,5833186,641910
1314,5833186,561648
1315,5833186,561648
1316,3393786,23400
1317,3393786,152219
1318,3393786,11704
1319,3393786,478951
1320,3393786,657029
1321,3393786,155133
1322,3393786,361287
1323,2389182,237280
1324,2389182,308847
1325,468489,144109
1326,468489,65292
1327,468489,156876
1328,468489,132156
1329,468489,133934
1330,468489,212525
1331,3395184,670821
1332,3395184,244345
1333,4382824,357545
1334,4382824,19626
1335,4382824,112971
1336,4382824,232032
1337,5439796,624503
1338,5439796,594040
1339,5439796,251858
1340,5439796,494731
1341,5439796,488234
1342,5439796,590272
1343,5112578,497484
1344,5112578,395263
1345,5112578,221144
1346,5112578,568509
1347,5112578,187793
1348,464154,19626
1349,464154,60840
1350,464154,313680
1351,464154,14103
1352,464154,38754
1353,464154,150452
1354,5120400,558881
1355,4929038,209733
1356,4929038,292650
1357,4929038,764914
1358,4929038,74156
1359,4929038,45050
1360,4929038,66213
1361,4929038,764915
1362,4929038,90290
1363,4929038,553574
1364,4929038,503416
1365,4929038,167278
1366,4954522,310631
1367,4954522,258741
1368,4954522,262573
1369,4954522,24845
1370,4954522,28557
1371,4954522,346444
1372,4954522,90290
1373,4954522,169751
1374,4954522,441383
1375,4954522,403793
1376,4954522,314860
1377,4954522,9031
1378,4954522,11677
1379,4954522,375934
1380,4954522,178188
1381,4954522,578156
1382,4954522,280898
1383,4954522,4166
1384,4954522,125559
1385,4954522,387145
1386,4954522,589254
1387,2724064,445325
1388,2724064,282285
1389,2724064,42909
1390,1714203,19626
1391,1714203,192211
1392,1714203,60840
1393,1714203,38165
1394,1727885,316526
1395,1727885,266265
1396,1727885,543467
1397,120768,7127
1398,120768,64942
1399,120768,7127
1400,120768,43831
1401,120768,43164
1402,6288694,48117
1403,6288694,157183
1404,6288694,71642
1405,6288694,544623
1406,6288694,248798
1407,6288694,679340
1408,6288694,64682
1409,6288694,301139
1410,340163,22594
1411,340163,89918
1412,340163,41195
1413,340163,136722
1414,340163,136723
1415,340163,165826
1416,119432,8970
1417,119432,79764
1418,119432,71430
1419,6204340,248798
1420,6204340,515988
1421,3481634,50764
1422,3481634,17712
1423,3481634,692774
1424,3481634,209925
1425,1798684,35535
1426,1798684,152181
1427,1798684,176392
1428,1798684,585791
1429,1137450,656421
1430,1137450,7143
1431,4925292,93463
1432,4925292,93765
1433,4925292,192833
1434,424345,150452
1435,424345,7545
1436,5466186,132772
1437,5466186,57311
1438,5466186,91846
1439,5466186,410559
1440,5466186,819670
1441,5716380,586968
1442,5716380,323227
1443,5716380,479176
1444,118570,8970
1445,118570,78167
1446,104437,59172
1447,104437,8970
1448,202677,14903
1449,202677,77965
1450,2277860,17902
1451,2277860,8970
1452,103786,5073
1453,103786,54830
1454,2101441,19350
1455,2101441,372556
1456,2101441,157961
1457,2101441,378259
1458,2101441,207630
1459,2101441,132192
1460,4335650,497026
1461,462519,19626
1462,462519,189495
1463,462519,130439
1464,462519,167005
1465,462519,150452
1466,462519,165636
1467,2883448,425992
1468,2883448,260906
1469,2883448,113043
1470,3606752,17902
1471,3606752,8970
1472,3229488,528453
1473,3229488,448466
1474,66999,102264
1475,92695,5875
1476,92695,94849
1477,92695,8970
1478,114369,78943
1479,114369,43545
1480,114369,46718
1481,75314,50868
1482,75314,50868
1483,75314,43923
1484,75314,13906
1485,332379,23400
1486,332379,93765
1487,332379,67370
1488,332379,206850
1489,332379,206908
1490,332379,4265
1491,962726,8970
1492,962726,250462
1493,106856,21159
1494,106856,28557
1495,106856,7127
1496,106856,2663
1497,6684714,530439
1498,6684714,209560
1499,6684714,303030
1500,6684714,17712
1501,6684714,742274
1502,6684714,619986
1503,6684714,377363
1504,6684714,178319
1505,97523,8970
1506,97523,76881
1507,97523,49620
1508,119488,7127
1509,119488,89381
1510,119488,2663
1511,94894,1995
1512,1719634,336432
1513,266465,130509
1514,266465,130510
1515,266465,46718
1516,266465,38281
1517,113277,2663
1518,113277,7127
1519,113277,35930
1520,113277,79747
1521,113277,43831
1522,88794,62005
1523,88794,123634
1524,1601913,342335
1525,1601913,119195
1526,1601913,192696
1527,1601913,259281
1528,1601913,288042
1529,1601913,340618
1530,1085492,312761
1531,1085492,17712
1532,1085492,457724
1533,1085492,17712
1534,1085492,265611
1535,1085492,178319
1536,1085492,209560
1537,1925431,209560
1538,1925431,259889
1539,1925431,17712
1540,1925431,242732
1541,1925431,36328
1542,1925431,294935
1543,1925431,24345
1544,1925431,651857
1545,1925431,712530
1546,1925431,519475
1547,1925431,376562
1548,1925431,491058
1549,218967,5073
1550,218967,64908
