id,name
2019062,Robert Whaley
924792,Frank White
943945,Adele Wynn
591,Roman Polanski
505615,Ira Levin
1377,Olivia Hussey
1158,Keir Dullea
452288,Margot Kidder
768334,John Saxon
907201,Marian Waldman
551908,Andrea Martin
249461,James Edmond
569789,Doug McGrath
385543,Art Hindle
341289,Lynne Griffin
710943,Michael Rapport
137967,Leslie Carlson
317104,Martha Gibson
752157,John Rutter
912571,Robert Warner
114749,Sydney Brown
886856,Jack Van Evera
747986,Les Rubie
224676,Marcia Diamond
56033,Pam Barney
370211,Robert Hawkins
166072,David Clement
715507,Julian Reed
542711,Dave Mann
832250,John Stoneham Sr.
301279,Danny Gain
286081,Tom Foreman
33336,Gerry Arbeid
74235,John 'Frenchie' Berger
163706,Bob Clark
242316,Albert J. Dunk
541576,Nick Mancuso
731798,David M. Robertson
842215,Ann Sweeny
919718,Debi Weldon
600860,Roy Moore
40662,Tom Atkins
625030,Stacey Nelkin
641397,Dan O'Herlihy
192980,Michael Currie
833182,Ralph Strait
53721,Jadeen Barbor
769542,Brad Schacter
827018,Garn Stephens
477341,Nancy Kyes
856016,Jonathan Terry
77469,Al Berry
921793,Wendy Wessberg
808177,Essex Smith
635564,Maidie Norman
531388,John MacBride
146178,Loyd Catlett
250252,Paddi Edwards
581316,Norman Merrill
659568,Patrick Pankhurst
6441,Dick Warlock
144219,Martin Cassidy
908043,Michelle Walker
588679,Joshua John Miller
377870,Jeffrey D. Henry
338178,Michael W. Green
118705,Brad M. Bucklin
130,Jamie Lee Curtis
1365134,Kevin Schumm
908890,Tommy Lee Wallace
1316243,Kyle J. Wood
118,John Carpenter
460600,Nigel Kneale
142,Clint Eastwood
165101,Patricia Clarkson
453447,Evan C. Kim
402408,David Hunt
329517,Michael Goodwin
319018,Darwin Gillett
153394,Anthony Charnota
63649,Christopher P. Beale
895975,John Vick
725117,Jeff Richmond
3217791,Patrick N. Van Horn
943406,Sigrid Wurschmidt
120,Jim Carrey
116928,Deborah A. Bryan
522392,Nicholas Love
574693,Maureen McVerry
372560,John X. Heart
60408,Victoria Bastel
876962,Kathleen Turco-Lyon
266980,Michael Faqir
250329,Ronnie Claire Edwards
159586,Wallace Choy
812075,Melodie Soe
517606,Kristopher Logan
888559,Scott Vance
942416,Glenn Wright
459893,Stu Klitsner
434867,Karen Kahn
254628,Shawn Elliott
721922,Ren Reynolds
388343,Ed Hodson
387927,Edward Hocking
149742,Diego Chairs
884386,Patrick Valentino
427675,Calvin Jones
2571,Melissa Martin
196488,Phil Dacey
316080,Louis Giambalvo
414585,Peter Anthony Jacobs
915033,Bill Wattenburg
564872,Hugh McCann
827592,Suzanne Sterling
625555,Lloyd Nelson
553409,Charles Martinet
318255,Taylor Gilbert
650661,George Orrison
15826,Marc Alaimo
923529,Justin Whalin
498831,Kris LeFan
115526,Katie Bruce
218647,Harry Demopoulos
428422,John Frederick Jones
304082,Martin Ganapoler
310542,James W. Gavin
396000,Craig Hosking
12248,Steven Adler
108405,Cynthia Brian
2052083,Michael E. Burgess
176384,Richard Conti
1191735,Brian Danker
2946127,Jack Duane
570884,Duff McKagan
3675475,D.C. Murphy
741730,Axl Rose
805298,Slash
6744416,Theodore Carl Soderberg
833110,Izzy Stradlin
937317,John Woehrle
887174,Buddy Van Horn
277807,Harry Julian Fink
277849,Rita M. Fink
788975,Steve Sharon
1556320,Katie Cassidy
5502,Michelle Trachtenberg
935541,Mary Elizabeth Winstead
327,Lacey Chabert
167028,Kristen Cloke
522909,Yan-Kay Crystal Lowe
5029,Oliver Hudson
465269,Karin Konoval
295918,Dean Friss
2244049,Robert Mann
1340738,Jessica Harmon
2086012,Leela Savasta
2400744,Kathleen Kole
2102545,Cainan Wiebe
2366862,Christina Crivici
796941,Howard Siegel
928731,Peter Wilds
783498,Ron Selmour
1027678,Michael Adamthwaite
627586,Peter New
2315589,Christian Sloan
700947,Aly Purrott-Armstrong
2017931,Juan Riedinger
669041,Aaron Pearl
1040711,Peggy Logan
853805,Jill Teed
414581,Peggy Jo Jacobs
913682,Jerry Wasserman
2118471,Derek McIver
10963,Evan Adams
705156,Jody Racicot
517059,Anne Marie DeLuise
443799,Greg Kean
473423,Kent Kubena
1472054,Wendy Buss
604688,Glen Morgan
501154,John D. LeMay
444443,Kari Keegan
387987,Kane Hodder
931736,Steven Williams
191688,Steven Culp
1292,Erin Gray
5404,Rusty Schwimmer
430074,Leslie Jordan
124100,Billy Green Bush
546136,Kipp Marcus
88594,Andrew Bloch
186492,Adam Cranner
807278,Allison Smith
584395,Julie Michaels
322300,James Gleason
520893,Dean Lorey
259975,Tony Ervolina
313657,Diana Georger
546057,Adam Marcus
860461,Mark Thompson
679778,Brian Phelps
176643,Blake Conway
193434,Madelon Curtis
167342,Michelle Clunie
6878,Michael B. Silver
41189,Kathryn Atwood
672103,Jonathan Penner
416545,Harri James
1801374,Brooke Scher
401095,Jay Huguely
2399383,Annalise Basso
714147,Elizabeth Reaser
5157662,Lulu Wilson
1794,Henry Thomas
3915884,Parker Mack
3977272,Halle Charlton
5359536,Alexis G. Zall
427964,Doug Jones
2318089,Kate Siegel
27402,Sam Anderson
3748393,Chelsea Gonzalez
5576756,Lincoln Melcher
5938574,Nicholas Keenan
915919,Michael Weaver
444185,Ele Keats
72126,Eve Gordon
7294611,Chad Heffelfinger
3201318,Nina Mansker
698763,John Prosky
5417,Lin Shaye
1206121,Gary Anderson
6212917,Sierra Davey
1093039,Mike Flanagan
3670452,Jeff Howard
1340000,Juliet Snowden
605363,Michael Moriarty
811202,Carrie Snodgress
1606,Chris Penn
246004,Richard Dysart
1607,Sydney Penny
1423,Richard Kiel
751245,John Russell
356251,Charles Hallahan
570793,Marvin J. McIntyre
752539,Fran Ryan
358118,Richard Hamilton
666844,Graham Paul
480945,Chuck Lafont
919297,Jeffrey Weissman
445576,Allen Keller
644750,Randy Oglesby
691551,Herman Poppe
943678,Kathleen Wygle
263254,Terrence Evans
386959,Jim Hitson
12070,Loren Adkins
295062,Thomas H. Friedkin
341354,S.A. Griffin
705794,Jack Radosta
935297,Robert Winley
236711,Billy Drago
430752,Jeffrey Josephson
426665,John Dennis Johnston
11212,Michael Adams
510353,Clay M. Lilley
366905,Gene Hartline
865880,R.L. Tolbert
361624,Clifford Happy
518852,Ross Loney
709840,Larry Randles
568990,Mike H. McGaughy
309702,Jerry Gatlin
279332,Jay K. Fishburn
615378,Milton Murrill
613226,Mike Munsey
226911,Keith Dillin
541991,Fritz Manes
3398989,Kate Britton
125060,Michael Butler
795461,Dennis Shryack
2090,Zach Galligan
60257,Jennifer Bassey
48589,Joe Baker
286033,Deborah Foreman
1400,Michelle Johnson
1831,David Warner
113525,Eric Brown
136922,Clare Carey
606409,Buckley Norris
796,Dana Ashbrook
335562,Micah Grant
582361,Mihaly 'Michu' Meszaros
907807,Jack David Walker
722636,John Rhys-Davies
919623,Nelson Welch
641509,Miles O'Keeffe
2222,Christopher Bradley
532300,Tom MacGreevey
565470,Charles McCaughan
285357,Julian Forbes
39049,Edward Ashley
175683,Kendall Conrad
1495,Patrick Macnee
132517,J. Kenneth Campbell
382776,Anthony Hickox
14300,Staffan Ahrenberg
240768,Gabriella Dufwa
79388,Gary M. Bettman
382783,James D.R. Hickox
133727,Candi
511115,James Lincoln
834937,Merle Stronck
751240,Joanne Russell
633696,Ann Sophie Noblet
46091,Paul Badger
727307,Eyal Rimmon
376512,Kim Henderson
257624,Hilary English
782147,Nicole Seguin
106192,Carolyn Bray
284299,Henrietta Folkeson
6959,Dan Ireland
769842,Karen Schaffer
689396,Leonard Pollack
55218,Bruce Barlow
908576,Cliff Wallace
255642,Dave Elsey
6685,Gerry Lively
763226,Steven Santamaria
3011726,Inger Armour
415182,Stephen Rocco Jacques
1796586,Michael Lindström
857761,Carl Thibault
256361,David Emge
286010,Ken Foree
718203,Scott H. Reiniger
743417,Gaylen Ross
186740,David Crawford
247391,David Early
289839,Richard France
808474,Howard Smith
226239,Daniel Dietrich
48452,Fred Baker
46490,James A. Baffico
832827,Rod Stouffer
2920566,Jese Del Gre
571939,Clayton McKinnon
723466,John Rice
