id,movie_id,person_id
1,118715,313
2,118715,422
3,118715,194
4,118715,114
5,118715,399663
6,118715,450
7,118715,5346
8,118715,600657
9,118715,671032
10,118715,1780
11,118715,281359
12,118715,901024
13,118715,319541
14,118715,444940
15,118715,1806
16,118715,393841
17,118715,502458
18,118715,123738
19,118715,304579
20,118715,166061
21,118715,410101
22,118715,478311
23,118715,667
24,118715,255585
25,118715,327059
26,118715,802742
27,118715,385
28,118715,542000
29,118715,119505
30,118715,281041
31,118715,530151
32,118715,171537
33,118715,1262
34,118715,751762
35,118715,456627
36,118715,689237
37,118715,5181
38,118715,355062
39,118715,482968
40,118715,445316
41,118715,105876
42,118715,6562
43,118715,206176
44,118715,235669
45,118715,482186
46,118715,8106383
47,118715,6377106
48,1397280,553
49,1397280,1192254
50,1397280,463
51,1397280,650702
52,1397280,340973
53,1397280,665
54,1397280,2093766
55,1397280,784884
56,1397280,539616
57,1397280,276567
58,1397280,1123694
59,1397280,5290189
60,1397280,4073399
61,1397280,3372702
62,1397280,1892960
63,1397280,2385344
64,1397280,5290195
65,1397280,4241500
66,1397280,60834
67,1397280,1845836
68,1397280,5291261
69,1397280,5291539
70,1397280,1444929
71,1397280,5291133
72,1397280,5291284
73,1397280,4168835
74,1397280,3202569
75,1397280,2530460
76,1397280,705005
77,1397280,2457148
78,1397280,1934444
79,1397280,132685
80,1397280,3035019
81,1397280,2430386
82,1397280,1711252
83,1397280,2920051
84,1397280,5291382
85,1397280,5290381
86,1397280,5290508
87,1397280,5291150
88,1397280,5290881
89,1397280,5291110
90,1397280,5290841
91,1397280,5290765
92,1397280,5291317
93,1397280,5290455
94,1397280,5290543
95,1397280,5291357
96,1397280,5290742
97,1397280,1906322
98,1397280,5290722
99,1397280,2460822
100,1397280,3518352
101,1397280,5290773
102,1397280,5291337
103,1397280,43243
104,1397280,5291274
105,1397280,5290779
106,1397280,5291615
107,1397280,5291620
108,1397280,6013022
109,1397280,3902332
110,1397280,5295847
111,94898,61003
112,94898,552
113,94898,4731
114,94898,269936
115,94898,9432060
116,94898,226851
117,94898,5058608
118,94898,585636
119,94898,469
120,94898,801672
121,94898,426220
122,94898,2119
123,94898,877818
124,94898,516865
125,94898,330032
126,94898,68599
127,94898,826039
128,94898,421
129,94898,807743
130,94898,265670
131,94898,614768
132,94898,763650
133,94898,52480
134,94898,427793
135,94898,560131
136,94898,205118
137,94898,949743
138,94898,247298
139,94898,654400
140,94898,654459
141,94898,347968
142,94898,102142
143,94898,173119
