id,movie_id,person_id
955,55614,491306
956,55614,730385
957,3316948,484840
958,3986820,1918140
959,268978,326040
960,268978,621586
961,1961175,771496
962,1961175,3360218
963,1961175,1880
964,4738360,1747747
965,259484,1006964
966,259484,680233
967,259484,1006730
968,4976192,787135
969,4976192,10008206
970,217869,796117
971,112722,81189
972,112722,535189
973,112508,379056
974,112508,1191
975,305224,233563
976,327056,1338
977,327056,1212331
978,120484,379056
979,120484,1191
980,85407,90151
981,85407,175
982,105112,2007
983,105112,407717
984,105112,829329
985,1502407,118
986,1502407,384185
987,1502407,2171769
988,3331028,1173041
989,3331028,1174169
990,120888,379056
991,117998,341
992,117998,551926
993,5664636,1464577
994,5664636,1464577
995,5664636,501359
996,2316204,639321
997,2316204,795953
998,2316204,1438698
999,101540,531792
1000,101540,916139
1001,101540,834338
1002,7149916,1701134
1003,7149916,1699776
1004,7149916,955339
1005,3416742,1318596
1006,3416742,169806
1007,1899353,2153088
1008,131857,1878
1009,131857,516598
1010,131857,295281
1011,90329,446015
1012,90329,908807
1013,90329,908620
1014,114814,3160
1015,5657856,951975
1016,2891174,1023919
1017,2891174,2478512
1018,2891174,1023919
1019,94291,7140
1020,94291,231
1021,8361028,9807731
1022,8361028,3771823
1023,8361028,9807731
1024,4428728,2182866
1025,4428728,2182866
1026,4428728,3709364
1027,958860,1338
1028,958860,922799
1029,5052474,792263
1030,93822,1053
1031,93822,1054
1032,2709692,1942829
1033,2709692,842476
1034,2709692,317450
1035,6998518,181903
1036,6998518,2507810
1037,6998518,181903
1038,87538,436543
1039,1872194,1010405
1040,1872194,4057793
1041,1872194,229694
1042,4209788,815070
1043,4209788,6591098
1044,117438,401738
1045,117438,537363
1046,117438,697115
1047,2675914,7344
1048,2675914,321521
1049,493430,871860
1050,493430,5069
1051,493430,424216
1052,4178092,249291
1053,209958,698873
1054,4540710,7206640
1055,3263904,464548
1056,3263904,3314810
1057,3263904,5293055
1058,120483,268138
1059,120483,268138
1060,120483,291442
1061,3503406,443582
1062,1167675,530975
1063,4633690,6846
1064,1458169,1029878
1065,2172985,1038286
1066,1197624,934483
1067,3813310,1218281
1068,3813310,1755986
1069,3813310,12754932
1070,1711525,524190
1071,1711525,601859
1072,1711525,251
1073,2737304,2104063
1074,2737304,4789922
1075,99938,758010
1076,99938,758010
1077,99938,918339
1078,99785,455
1079,2330322,2804532
1080,6738136,267287
1081,6053438,1707
1082,1095217,277925
1083,93640,269879
1084,93640,307561
1085,93640,307561
1086,1259528,345615
1087,1259528,345615
1088,1259528,771228
1089,2369135,1038345
1090,2369135,1038345
1091,2369135,309691
1092,810951,726472
1093,5742374,708903
1094,5742374,24718
1095,3766354,921013
1096,3766354,805994
1097,3766354,2030456
1098,2059171,83547
1099,2059171,821844
1100,2059171,1840848
1101,117802,269463
1102,91326,436543
1103,91326,436543
1104,1216491,1481618
1105,1216491,1794136
1106,1216491,2725882
1107,117381,225942
1108,117381,787399
1109,117381,81189
1110,289992,1017488
1111,993846,1010540
1112,993846,67789
1113,1189340,738908
1114,1189340,175093
1115,128442,505522
1116,128442,2718
1117,5478478,178376
1118,5478478,829329
1119,56172,493042
1120,56172,4122
1121,56172,933858
1122,437863,184445
1123,437863,841910
1124,5095030,571344
1125,5095030,1273099
1126,5095030,748620
1127,115697,937748
1128,118708,270936
1129,118708,458517
1130,457433,464548
1131,457433,92578
1132,1488606,1676793
1133,1488606,1676793
1134,1488606,1170855
1135,3212232,806002
1136,3212232,310329
1137,5796156,2444473
1138,1106860,27465
1139,47977,85648
1140,109370,601619
1141,94812,5421
1142,408524,484111
1143,408524,275629
1144,408524,720135
1145,4633694,520488
1146,4633694,745247
1147,4633694,520488
1148,91209,714599
1149,1314655,625198
1150,1314655,796117
1151,6499752,1191481
1152,6238084,8576118
1153,6238084,3875284
1154,6238084,8939236
1155,99204,295271
1156,96098,956594
1157,96098,956594
1158,96098,123674
1159,7295450,6707605
1160,449089,734900
1161,4537896,918907
1162,4537896,3039088
1163,4537896,2387990
1164,3509978,4292047
1165,1197628,2095817
1166,7959026,1010405
1167,7959026,10095627
1168,6628394,1206844
1169,2294629,1601644
1170,2294629,26153
1171,2294629,118333
1172,2679552,443024
1173,2679552,443024
1174,2679552,936537
1175,355954,308376
1176,355954,175
1177,7014006,3102998
1178,104431,455
1179,104431,455
1180,109686,268380
1181,109686,947395
1182,109686,125803
1183,6823368,796117
1184,106918,1300
1185,106918,704792
1186,106918,1801
1187,91217,686233
1188,93748,455
1189,9024106,7432792
1190,9024106,465484
1191,9024106,813301
1192,109446,1300
1193,109446,326040
1194,109446,315205
1195,119528,345488
1196,119528,563397
1197,95631,303032
1198,4666732,2960888
1199,3011960,3131705
1200,3011960,3132590
1201,92005,175
1202,92005,317279
1203,92005,262595
1204,118636,175
1205,118636,101625
1206,2005374,1960428
1207,117894,175
1208,117894,568313
1209,117894,276169
1210,6105098,622288
1211,6105098,575293
1212,6105098,731271
1213,112572,777442
1214,112572,253214
1215,112572,178769
1216,3758162,473329
1217,3758162,1433517
1218,3758162,1433517
1219,99939,820669
1220,97880,139581
1221,97880,266684
1222,120832,361
1223,120832,462895
1224,120832,462895
1225,7784604,4170048
1226,119256,759
1227,1535612,1996918
1228,1396484,1286060
1229,1396484,1560977
1230,1396484,2477891
1231,118771,609236
1232,118771,609236
1233,118771,599924
1234,101242,71334
1235,101242,93572
1236,119892,724953
1237,189584,749149
1238,189584,749149
1239,109642,175
1240,109642,6904
1241,113243,604360
1242,1937388,1630654
1243,1937388,4363465
1244,8155288,484907
1245,8155288,1245146
1246,133985,380705
1247,98554,455
1248,1650535,1474331
1249,1231587,372222
1250,1231587,1890845
1251,1231587,1898234
1252,4575982,7238398
1253,4575982,7246381
1254,6146586,4401003
1255,6146586,8748334
1256,6146586,2384772
1257,787475,103702
1258,120324,809895
1259,120324,809895
1260,118073,777442
1261,118073,253323
1262,118073,438226
1263,118571,549256
1264,106977,835732
1265,106977,878638
1266,106977,878638
1267,119142,398174
1268,119142,525503
1269,95253,455
1270,100404,878017
1271,100404,682757
1272,100404,1587
1273,8160864,2751807
1274,103241,765091
1275,103241,957205
1276,103241,776114
1277,120241,571887
1278,120241,5632675
1279,120241,723573
1280,1468387,465484
1281,1468387,621665
1282,1468387,813301
1283,482629,570941
1284,482629,2052061
1285,2047890,2576051
1286,2047890,621961
1287,2047890,3220732
1288,1761005,2662079
1289,4056738,465484
1290,4056738,813301
1291,2822280,3598225
1292,3100052,563848
1293,3100052,2459119
1294,1637662,1377043
1295,3963816,6710963
1296,3963816,1032754
1297,427229,40022
1298,427229,256079
1299,263757,196932
1300,263757,644806
1301,263757,203183
1302,7286456,680846
1303,7286456,798788
1304,7286456,4170
1305,1305008,1077105
1306,2964360,465484
1307,2964360,813301
1308,1160369,601345
1309,5866442,3719393
1310,4264610,364931
1311,6400674,921043
1312,3969208,3719393
1313,5970972,206767
1314,427152,1115862
1315,427152,1911349
1316,427152,891554
1317,308152,1125131
1318,308152,1125458
1319,1371117,355192
1320,1371117,677075
1321,1371117,3510977
1322,380687,6639
1323,1975179,2451701
1324,8535180,3535
1325,118531,944878
1326,2528814,1010373
1327,2528814,465484
1328,2528814,465484
1329,4765928,1702931
1330,5792656,5917942
1331,3203834,7008701
1332,3203834,5583307
1333,3203834,1033116
1334,5105784,6805281
1335,117774,296689
1336,117774,800555
1337,117774,650276
1338,3300712,3544395
1339,3722420,2869802
1340,3722420,1070766
1341,4654472,5787645
1342,4558194,3522996
1343,8946378,426059
1344,4846340,2284377
1345,4846340,577647
1346,4846340,7446421
1347,85334,791789
1348,85334,791789
1349,85334,114080
1350,6343314,3541432
1351,6343314,230
1352,6343314,672011
1353,3398066,929
1354,4838334,7438994
1355,4838334,7438994
1356,325537,1674
1357,325537,503669
1358,9826126,7421022
1359,9826126,8509487
1360,4170972,2045606
1361,4170972,6888280
1362,7394816,496461
1363,6977338,1072409
1364,6977338,1969144
1365,1814790,87984
1366,1778924,83349
1367,1778924,570941
1368,1778924,793481
1369,1684558,87984
1370,1684558,614701
1371,1684558,2295482
1372,3187040,229801
1373,3187040,229800
1374,2338205,1070766
1375,1144546,309729
1376,1144546,614701
1377,1144546,2295482
1378,4486728,1680680
1379,4486728,4582478
1380,4486728,4582478
1381,4883336,4582478
1382,4883336,4582478
1383,4883336,882426
1384,1516541,1871393
1385,2240306,5062398
1386,2240306,5062398
1387,2678212,3907126
1388,2678212,1894078
1389,2678212,1219563
1390,1629443,628146
1391,38650,329304
1392,38650,352443
1393,38650,1008
1394,9636630,10978971
1395,6133806,1372462
1396,104952,490958
1397,3305388,1088868
1398,3305388,2180903
1399,2899120,1879268
1400,2899120,1088868
1401,107614,277590
1402,107614,802020
1403,107614,228908
1404,2191701,937748
1405,2191701,1191
1406,2191701,379056
1407,1979376,5124
1408,1979376,4056
1409,1979376,2155757
1410,3513548,712753
1411,3513548,107493
1412,3513548,7471755
1413,5741008,7366932
1414,1618432,3839554
1415,6529772,6798937
1416,6529772,3723214
1417,6529772,8078007
1418,3224458,2873116
1419,3224458,1406764
1420,3224458,1754526
1421,10086784,10575899
1422,111257,3662
1423,280590,445502
1424,280590,728307
1425,280590,379056
1426,142342,291692
1427,142342,291692
1428,142342,379056
1429,2048824,1270318
1430,110989,866063
1431,110989,662678
1432,110989,421084
1433,4738238,1205833
1434,4738238,2052673
1435,4738238,7395074
1436,6436726,2573530
1437,6436726,1734747
1438,5727208,2563482
1439,5727208,1343394
1440,5727208,1509478
1441,249478,171474
1442,249478,173539
1443,249478,238470
1444,11465650,4432410
1445,2304953,1618225
1446,486822,484907
1447,486822,255296
1448,486822,484907
1449,274636,696783
1450,274636,696783
1451,274636,249133
1452,6105774,8223741
1453,8544498,2145487
1454,97958,455
1455,42327,873707
1456,42327,318326
1457,42327,136950
1458,9243946,319213
1459,9243946,319213
1460,2328727,1699799
1461,120434,68183
1462,120434,3032
1463,120434,68183
1464,105466,662678
1465,105466,421084
1466,105466,662678
1467,1430131,621964
1468,1430131,3220732
1469,5093668,2312617
1470,5093668,2312617
1471,5093668,2312617
1472,111477,303032
1473,8068826,102153
1474,8068826,2879882
1475,8068826,6226977
1476,3104292,3220732
1477,3104292,3220732
1478,3104292,887055
1479,2628374,1557883
1480,1349640,601345
1481,1349640,601345
1482,466923,1964301
1483,466923,601345
1484,3647804,6407164
1485,5258388,4432410
1486,2350374,7048903
1487,2350374,4302386
1488,243036,1144319
1489,243036,703433
1490,8947544,6032468
1491,5690630,2792765
1492,1535109,712753
1493,1535109,3697679
1494,1535109,5643170
1495,5981802,770848
1496,5981802,838289
1497,5981802,3623156
1498,304669,722610
1499,304669,666791
1500,304669,202425
1501,319343,1183854
1502,1067106,2042
1503,1067106,709
1504,13904494,10818936
1505,13904494,11531419
1506,13904494,4012194
1507,1950186,125336
1508,1950186,3890871
1509,1950186,445669
1510,2171809,87984
1511,2171809,614701
1512,2171809,614701
1513,1090674,666999
1514,1090674,1363111
1515,10989808,87984
1516,10989808,6168104
1517,10989808,754817
1518,5739478,2985554
1519,5739478,5391799
1520,5739478,1088868
1521,2890616,2796537
1522,2890616,5664991
1523,2890616,4720208
1524,9697774,5787645
1525,1630036,1731937
1526,1630036,1726854
